date,medicine_name,category,quantity_sold,stock_on_hand,price_per_unit,expiry_date
2023-10-12,Azithromycin,Antibiotic,12,988,6.0,2025-08-09
2023-10-12,Metformin,Diabetes,13,987,2.5,2024-08-29
2023-10-12,Pantoprazole,Antacid,15,985,2.0,2024-12-04
2023-10-12,Dolo 650,Painkiller,16,984,2.0,2024-10-05
2023-10-12,Cough Syrup,Cold/Flu,11,989,4.0,2025-03-29
2023-10-12,Multivitamin,Supplement,9,991,3.0,2025-02-11
2023-10-12,ORS Sachet,Dehydration,6,994,1.0,2024-12-13
2023-10-12,Antimalarial,Malaria,44,956,7.0,2024-08-24
2023-10-12,Dengue Kit,Dengue Fever,31,969,12.0,2025-06-24
2023-10-12,Antiviral,Viral Fever,12,988,10.0,2025-09-22
2023-10-12,Insulin,Diabetes,9,991,15.0,2024-10-03
2023-10-13,Paracetamol,Painkiller,16,984,2.0,2024-11-08
2023-10-13,Ibuprofen,Painkiller,8,992,3.0,2025-04-01
2023-10-13,Amoxicillin,Antibiotic,21,979,5.0,2024-04-21
2023-10-13,Cetirizine,Antihistamine,18,982,1.5,2025-03-20
2023-10-13,Azithromycin,Antibiotic,9,991,6.0,2024-08-19
2023-10-13,Metformin,Diabetes,6,994,2.5,2025-08-02
2023-10-13,Pantoprazole,Antacid,14,986,2.0,2024-05-05
2023-10-13,Dolo 650,Painkiller,21,979,2.0,2024-12-10
2023-10-13,Cough Syrup,Cold/Flu,15,985,4.0,2025-04-30
2023-10-13,Multivitamin,Supplement,17,983,3.0,2025-01-30
2023-10-13,ORS Sachet,Dehydration,15,985,1.0,2024-06-24
2023-10-13,Antimalarial,Malaria,39,961,7.0,2025-05-10
2023-10-13,Dengue Kit,Dengue Fever,30,970,12.0,2025-05-27
2023-10-13,Antiviral,Viral Fever,5,995,10.0,2024-04-17
2023-10-13,Insulin,Diabetes,8,992,15.0,2025-04-20
2023-10-14,Paracetamol,Painkiller,16,984,2.0,2025-01-14
2023-10-14,Ibuprofen,Painkiller,7,993,3.0,2024-09-20
2023-10-14,Amoxicillin,Antibiotic,9,991,5.0,2024-08-03
2023-10-14,Cetirizine,Antihistamine,4,996,1.5,2024-04-23
2023-10-14,Azithromycin,Antibiotic,14,986,6.0,2025-02-10
2023-10-14,Metformin,Diabetes,24,976,2.5,2025-07-10
2023-10-14,Pantoprazole,Antacid,18,982,2.0,2025-01-06
2023-10-14,Dolo 650,Painkiller,18,982,2.0,2025-08-29
2023-10-14,Cough Syrup,Cold/Flu,12,988,4.0,2025-09-19
2023-10-14,Multivitamin,Supplement,14,986,3.0,2024-06-12
2023-10-14,ORS Sachet,Dehydration,8,992,1.0,2025-07-06
2023-10-14,Antimalarial,Malaria,14,986,7.0,2024-12-18
2023-10-14,Dengue Kit,Dengue Fever,42,958,12.0,2024-04-26
2023-10-14,Antiviral,Viral Fever,18,982,10.0,2024-05-29
2023-10-14,Insulin,Diabetes,6,994,15.0,2025-05-15
2023-10-15,Paracetamol,Painkiller,18,982,2.0,2025-10-07
2023-10-15,Ibuprofen,Painkiller,13,987,3.0,2024-08-15
2023-10-15,Amoxicillin,Antibiotic,12,988,5.0,2025-03-28
2023-10-15,Cetirizine,Antihistamine,7,993,1.5,2025-06-27
2023-10-15,Azithromycin,Antibiotic,6,994,6.0,2025-07-05
2023-10-15,Metformin,Diabetes,19,981,2.5,2024-10-07
2023-10-15,Pantoprazole,Antacid,4,996,2.0,2025-07-17
2023-10-15,Dolo 650,Painkiller,7,993,2.0,2025-07-27
2023-10-15,Cough Syrup,Cold/Flu,17,983,4.0,2024-06-06
2023-10-15,Multivitamin,Supplement,5,995,3.0,2024-09-13
2023-10-15,ORS Sachet,Dehydration,5,995,1.0,2025-04-27
2023-10-15,Antimalarial,Malaria,31,969,7.0,2025-10-08
2023-10-15,Dengue Kit,Dengue Fever,45,955,12.0,2025-04-24
2023-10-15,Antiviral,Viral Fever,7,993,10.0,2024-08-31
2023-10-15,Insulin,Diabetes,21,979,15.0,2025-03-02
2023-10-16,Paracetamol,Painkiller,14,986,2.0,2024-10-06
2023-10-16,Ibuprofen,Painkiller,13,987,3.0,2024-08-29
2023-10-16,Amoxicillin,Antibiotic,14,986,5.0,2024-05-02
2023-10-16,Cetirizine,Antihistamine,18,982,1.5,2024-10-10
2023-10-16,Azithromycin,Antibiotic,23,977,6.0,2024-10-06
2023-10-16,Metformin,Diabetes,6,994,2.5,2024-07-15
2023-10-16,Pantoprazole,Antacid,20,980,2.0,2025-01-12
2023-10-16,Dolo 650,Painkiller,14,986,2.0,2024-08-30
2023-10-16,Cough Syrup,Cold/Flu,10,990,4.0,2024-07-24
2023-10-16,Multivitamin,Supplement,10,990,3.0,2024-11-12
2023-10-16,ORS Sachet,Dehydration,15,985,1.0,2025-03-16
2023-10-16,Antimalarial,Malaria,27,973,7.0,2024-08-04
2023-10-16,Dengue Kit,Dengue Fever,26,974,12.0,2025-07-16
2023-10-16,Antiviral,Viral Fever,4,996,10.0,2025-10-10
2023-10-16,Insulin,Diabetes,10,990,15.0,2024-12-19
2023-10-17,Paracetamol,Painkiller,3,997,2.0,2024-05-20
2023-10-17,Ibuprofen,Painkiller,11,989,3.0,2024-10-30
2023-10-17,Amoxicillin,Antibiotic,9,991,5.0,2024-04-20
2023-10-17,Cetirizine,Antihistamine,18,982,1.5,2025-08-20
2023-10-17,Azithromycin,Antibiotic,13,987,6.0,2025-03-29
2023-10-17,Metformin,Diabetes,16,984,2.5,2024-07-01
2023-10-17,Pantoprazole,Antacid,5,995,2.0,2024-06-09
2023-10-17,Dolo 650,Painkiller,18,982,2.0,2025-01-12
2023-10-17,Cough Syrup,Cold/Flu,1,999,4.0,2025-02-24
2023-10-17,Multivitamin,Supplement,3,997,3.0,2024-05-17
2023-10-17,ORS Sachet,Dehydration,4,996,1.0,2025-03-16
2023-10-17,Antimalarial,Malaria,41,959,7.0,2025-05-10
2023-10-17,Dengue Kit,Dengue Fever,39,961,12.0,2024-11-28
2023-10-17,Antiviral,Viral Fever,18,982,10.0,2024-08-27
2023-10-17,Insulin,Diabetes,8,992,15.0,2025-04-02
2023-10-18,Paracetamol,Painkiller,15,985,2.0,2025-04-15
2023-10-18,Ibuprofen,Painkiller,9,991,3.0,2024-07-05
2023-10-18,Amoxicillin,Antibiotic,10,990,5.0,2025-04-07
2023-10-18,Cetirizine,Antihistamine,8,992,1.5,2024-11-03
2023-10-18,Azithromycin,Antibiotic,21,979,6.0,2024-11-17
2023-10-18,Metformin,Diabetes,16,984,2.5,2024-07-13
2023-10-18,Pantoprazole,Antacid,14,986,2.0,2024-08-08
2023-10-18,Dolo 650,Painkiller,16,984,2.0,2025-08-24
2023-10-18,Cough Syrup,Cold/Flu,17,983,4.0,2025-02-01
2023-10-18,Multivitamin,Supplement,15,985,3.0,2024-06-27
2023-10-18,ORS Sachet,Dehydration,15,985,1.0,2025-01-16
2023-10-18,Antimalarial,Malaria,26,974,7.0,2024-10-23
2023-10-18,Dengue Kit,Dengue Fever,23,977,12.0,2024-07-11
2023-10-18,Antiviral,Viral Fever,10,990,10.0,2025-05-16
2023-10-18,Insulin,Diabetes,14,986,15.0,2025-08-31
2023-10-19,Paracetamol,Painkiller,22,978,2.0,2025-04-16
2023-10-19,Ibuprofen,Painkiller,11,989,3.0,2024-04-18
2023-10-19,Amoxicillin,Antibiotic,12,988,5.0,2024-05-13
2023-10-19,Cetirizine,Antihistamine,16,984,1.5,2025-08-06
2023-10-19,Azithromycin,Antibiotic,7,993,6.0,2024-09-04
2023-10-19,Metformin,Diabetes,7,993,2.5,2024-11-29
2023-10-19,Pantoprazole,Antacid,2,998,2.0,2025-05-07
2023-10-19,Dolo 650,Painkiller,9,991,2.0,2025-06-11
2023-10-19,Cough Syrup,Cold/Flu,17,983,4.0,2024-05-17
2023-10-19,Multivitamin,Supplement,22,978,3.0,2024-07-08
2023-10-19,ORS Sachet,Dehydration,11,989,1.0,2025-02-18
2023-10-19,Antimalarial,Malaria,34,966,7.0,2024-09-29
2023-10-19,Dengue Kit,Dengue Fever,50,950,12.0,2025-10-07
2023-10-19,Antiviral,Viral Fever,19,981,10.0,2024-07-06
2023-10-19,Insulin,Diabetes,16,984,15.0,2024-10-09
2023-10-20,Paracetamol,Painkiller,7,993,2.0,2024-05-11
2023-10-20,Ibuprofen,Painkiller,22,978,3.0,2024-07-08
2023-10-20,Amoxicillin,Antibiotic,8,992,5.0,2025-05-06
2023-10-20,Cetirizine,Antihistamine,5,995,1.5,2024-04-27
2023-10-20,Azithromycin,Antibiotic,14,986,6.0,2025-06-17
2023-10-20,Metformin,Diabetes,1,999,2.5,2025-07-14
2023-10-20,Pantoprazole,Antacid,8,992,2.0,2024-06-18
2023-10-20,Dolo 650,Painkiller,9,991,2.0,2025-04-26
2023-10-20,Cough Syrup,Cold/Flu,9,991,4.0,2024-05-28
2023-10-20,Multivitamin,Supplement,19,981,3.0,2024-06-29
2023-10-20,ORS Sachet,Dehydration,23,977,1.0,2025-01-02
2023-10-20,Antimalarial,Malaria,26,974,7.0,2025-03-27
2023-10-20,Dengue Kit,Dengue Fever,34,966,12.0,2024-07-18
2023-10-20,Antiviral,Viral Fever,10,990,10.0,2025-02-25
2023-10-20,Insulin,Diabetes,17,983,15.0,2024-11-12
2023-10-21,Paracetamol,Painkiller,8,992,2.0,2025-09-10
2023-10-21,Ibuprofen,Painkiller,22,978,3.0,2024-05-06
2023-10-21,Amoxicillin,Antibiotic,21,979,5.0,2024-12-22
2023-10-21,Cetirizine,Antihistamine,18,982,1.5,2025-08-29
2023-10-21,Azithromycin,Antibiotic,9,991,6.0,2025-08-07
2023-10-21,Metformin,Diabetes,8,992,2.5,2024-05-18
2023-10-21,Pantoprazole,Antacid,5,995,2.0,2025-02-15
2023-10-21,Dolo 650,Painkiller,2,998,2.0,2024-07-05
2023-10-21,Cough Syrup,Cold/Flu,10,990,4.0,2024-06-19
2023-10-21,Multivitamin,Supplement,12,988,3.0,2024-06-04
2023-10-21,ORS Sachet,Dehydration,14,986,1.0,2024-10-23
2023-10-21,Antimalarial,Malaria,29,971,7.0,2024-09-24
2023-10-21,Dengue Kit,Dengue Fever,34,966,12.0,2025-01-24
2023-10-21,Antiviral,Viral Fever,21,979,10.0,2025-02-04
2023-10-21,Insulin,Diabetes,20,980,15.0,2025-02-28
2023-10-22,Paracetamol,Painkiller,8,992,2.0,2024-12-07
2023-10-22,Ibuprofen,Painkiller,19,981,3.0,2025-03-10
2023-10-22,Amoxicillin,Antibiotic,23,977,5.0,2025-02-09
2023-10-22,Cetirizine,Antihistamine,10,990,1.5,2025-04-08
2023-10-22,Azithromycin,Antibiotic,8,992,6.0,2025-09-30
2023-10-22,Metformin,Diabetes,8,992,2.5,2024-04-21
2023-10-22,Pantoprazole,Antacid,13,987,2.0,2025-02-10
2023-10-22,Dolo 650,Painkiller,10,990,2.0,2024-12-17
2023-10-22,Cough Syrup,Cold/Flu,20,980,4.0,2025-01-31
2023-10-22,Multivitamin,Supplement,6,994,3.0,2025-07-11
2023-10-22,ORS Sachet,Dehydration,8,992,1.0,2025-04-10
2023-10-22,Antimalarial,Malaria,18,982,7.0,2025-07-23
2023-10-22,Dengue Kit,Dengue Fever,29,971,12.0,2024-06-03
2023-10-22,Antiviral,Viral Fever,15,985,10.0,2024-12-08
2023-10-22,Insulin,Diabetes,1,999,15.0,2024-10-15
2023-10-23,Paracetamol,Painkiller,17,983,2.0,2024-07-26
2023-10-23,Ibuprofen,Painkiller,23,977,3.0,2024-11-09
2023-10-23,Amoxicillin,Antibiotic,9,991,5.0,2024-05-17
2023-10-23,Cetirizine,Antihistamine,12,988,1.5,2025-06-22
2023-10-23,Azithromycin,Antibiotic,4,996,6.0,2024-05-09
2023-10-23,Metformin,Diabetes,13,987,2.5,2024-06-05
2023-10-23,Pantoprazole,Antacid,19,981,2.0,2024-12-05
2023-10-23,Dolo 650,Painkiller,9,991,2.0,2025-05-12
2023-10-23,Cough Syrup,Cold/Flu,12,988,4.0,2025-08-08
2023-10-23,Multivitamin,Supplement,7,993,3.0,2025-05-18
2023-10-23,ORS Sachet,Dehydration,12,988,1.0,2025-01-07
2023-10-23,Antimalarial,Malaria,40,960,7.0,2025-04-23
2023-10-23,Dengue Kit,Dengue Fever,47,953,12.0,2024-04-25
2023-10-23,Antiviral,Viral Fever,15,985,10.0,2025-02-24
2023-10-23,Insulin,Diabetes,10,990,15.0,2025-06-28
2023-10-24,Paracetamol,Painkiller,7,993,2.0,2024-09-16
2023-10-24,Ibuprofen,Painkiller,23,977,3.0,2024-07-07
2023-10-24,Amoxicillin,Antibiotic,12,988,5.0,2025-03-21
2023-10-24,Cetirizine,Antihistamine,17,983,1.5,2024-08-31
2023-10-24,Azithromycin,Antibiotic,11,989,6.0,2025-03-15
2023-10-24,Metformin,Diabetes,14,986,2.5,2024-12-25
2023-10-24,Pantoprazole,Antacid,11,989,2.0,2024-07-27
2023-10-24,Dolo 650,Painkiller,12,988,2.0,2025-03-28
2023-10-24,Cough Syrup,Cold/Flu,11,989,4.0,2024-10-04
2023-10-24,Multivitamin,Supplement,11,989,3.0,2025-02-23
2023-10-24,ORS Sachet,Dehydration,6,994,1.0,2024-08-02
2023-10-24,Antimalarial,Malaria,22,978,7.0,2024-06-25
2023-10-24,Dengue Kit,Dengue Fever,21,979,12.0,2024-10-30
2023-10-24,Antiviral,Viral Fever,11,989,10.0,2024-09-21
2023-10-24,Insulin,Diabetes,7,993,15.0,2025-01-29
2023-10-25,Paracetamol,Painkiller,5,995,2.0,2025-10-05
2023-10-25,Ibuprofen,Painkiller,22,978,3.0,2025-01-06
2023-10-25,Amoxicillin,Antibiotic,11,989,5.0,2025-02-09
2023-10-25,Cetirizine,Antihistamine,12,988,1.5,2024-09-23
2023-10-25,Azithromycin,Antibiotic,12,988,6.0,2025-03-11
2023-10-25,Metformin,Diabetes,6,994,2.5,2025-05-24
2023-10-25,Pantoprazole,Antacid,10,990,2.0,2025-09-28
2023-10-25,Dolo 650,Painkiller,17,983,2.0,2024-07-14
2023-10-25,Cough Syrup,Cold/Flu,16,984,4.0,2024-12-10
2023-10-25,Multivitamin,Supplement,4,996,3.0,2025-05-20
2023-10-25,ORS Sachet,Dehydration,4,996,1.0,2024-12-27
2023-10-25,Antimalarial,Malaria,20,980,7.0,2024-11-23
2023-10-25,Dengue Kit,Dengue Fever,34,966,12.0,2025-04-29
2023-10-25,Antiviral,Viral Fever,18,982,10.0,2025-08-10
2023-10-25,Insulin,Diabetes,10,990,15.0,2024-10-24
2023-10-26,Paracetamol,Painkiller,11,989,2.0,2025-04-02
2023-10-26,Ibuprofen,Painkiller,20,980,3.0,2025-05-16
2023-10-26,Amoxicillin,Antibiotic,20,980,5.0,2024-08-04
2023-10-26,Cetirizine,Antihistamine,14,986,1.5,2025-10-04
2023-10-26,Azithromycin,Antibiotic,8,992,6.0,2024-12-27
2023-10-26,Metformin,Diabetes,6,994,2.5,2024-09-12
2023-10-26,Pantoprazole,Antacid,13,987,2.0,2025-06-17
2023-10-26,Dolo 650,Painkiller,13,987,2.0,2024-09-11
2023-10-26,Cough Syrup,Cold/Flu,11,989,4.0,2025-10-11
2023-10-26,Multivitamin,Supplement,4,996,3.0,2025-01-11
2023-10-26,ORS Sachet,Dehydration,5,995,1.0,2025-05-22
2023-10-26,Antimalarial,Malaria,34,966,7.0,2024-06-14
2023-10-26,Dengue Kit,Dengue Fever,36,964,12.0,2024-08-12
2023-10-26,Antiviral,Viral Fever,21,979,10.0,2024-07-04
2023-10-26,Insulin,Diabetes,21,979,15.0,2025-01-17
2023-10-27,Paracetamol,Painkiller,10,990,2.0,2025-06-16
2023-10-27,Ibuprofen,Painkiller,14,986,3.0,2024-06-02
2023-10-27,Amoxicillin,Antibiotic,7,993,5.0,2024-05-26
2023-10-27,Cetirizine,Antihistamine,14,986,1.5,2025-04-19
2023-10-27,Azithromycin,Antibiotic,7,993,6.0,2025-07-31
2023-10-27,Metformin,Diabetes,6,994,2.5,2025-04-05
2023-10-27,Pantoprazole,Antacid,9,991,2.0,2025-07-16
2023-10-27,Dolo 650,Painkiller,26,974,2.0,2025-06-15
2023-10-27,Cough Syrup,Cold/Flu,3,997,4.0,2024-09-08
2023-10-27,Multivitamin,Supplement,20,980,3.0,2025-04-01
2023-10-27,ORS Sachet,Dehydration,10,990,1.0,2024-12-24
2023-10-27,Antimalarial,Malaria,37,963,7.0,2025-01-03
2023-10-27,Dengue Kit,Dengue Fever,16,984,12.0,2025-09-25
2023-10-27,Antiviral,Viral Fever,8,992,10.0,2025-07-23
2023-10-27,Insulin,Diabetes,21,979,15.0,2024-12-18
2023-10-28,Paracetamol,Painkiller,25,975,2.0,2025-10-11
2023-10-28,Ibuprofen,Painkiller,13,987,3.0,2025-10-03
2023-10-28,Amoxicillin,Antibiotic,5,995,5.0,2025-08-10
2023-10-28,Cetirizine,Antihistamine,18,982,1.5,2025-04-29
2023-10-28,Azithromycin,Antibiotic,4,996,6.0,2025-07-16
2023-10-28,Metformin,Diabetes,12,988,2.5,2024-08-15
2023-10-28,Pantoprazole,Antacid,18,982,2.0,2025-04-29
2023-10-28,Dolo 650,Painkiller,10,990,2.0,2025-08-30
2023-10-28,Cough Syrup,Cold/Flu,12,988,4.0,2024-09-15
2023-10-28,Multivitamin,Supplement,14,986,3.0,2024-10-12
2023-10-28,ORS Sachet,Dehydration,20,980,1.0,2025-07-10
2023-10-28,Antimalarial,Malaria,40,960,7.0,2025-01-17
2023-10-28,Dengue Kit,Dengue Fever,24,976,12.0,2025-02-09
2023-10-28,Antiviral,Viral Fever,10,990,10.0,2025-03-09
2023-10-28,Insulin,Diabetes,24,976,15.0,2025-03-25
2023-10-29,Paracetamol,Painkiller,2,998,2.0,2025-08-19
2023-10-29,Ibuprofen,Painkiller,24,976,3.0,2025-06-07
2023-10-29,Amoxicillin,Antibiotic,7,993,5.0,2024-11-22
2023-10-29,Cetirizine,Antihistamine,5,995,1.5,2024-07-18
2023-10-29,Azithromycin,Antibiotic,16,984,6.0,2024-05-14
2023-10-29,Metformin,Diabetes,9,991,2.5,2025-06-17
2023-10-29,Pantoprazole,Antacid,11,989,2.0,2024-07-07
2023-10-29,Dolo 650,Painkiller,8,992,2.0,2025-03-18
2023-10-29,Cough Syrup,Cold/Flu,19,981,4.0,2025-03-06
2023-10-29,Multivitamin,Supplement,27,973,3.0,2024-04-28
2023-10-29,ORS Sachet,Dehydration,22,978,1.0,2025-05-26
2023-10-29,Antimalarial,Malaria,49,951,7.0,2025-06-17
2023-10-29,Dengue Kit,Dengue Fever,50,950,12.0,2024-09-08
2023-10-29,Antiviral,Viral Fever,16,984,10.0,2024-08-20
2023-10-29,Insulin,Diabetes,13,987,15.0,2025-04-08
2023-10-30,Paracetamol,Painkiller,15,985,2.0,2024-12-16
2023-10-30,Ibuprofen,Painkiller,8,992,3.0,2025-06-15
2023-10-30,Amoxicillin,Antibiotic,13,987,5.0,2024-08-04
2023-10-30,Cetirizine,Antihistamine,4,996,1.5,2025-08-30
2023-10-30,Azithromycin,Antibiotic,13,987,6.0,2025-03-22
2023-10-30,Metformin,Diabetes,13,987,2.5,2024-08-31
2023-10-30,Pantoprazole,Antacid,10,990,2.0,2024-08-12
2023-10-30,Dolo 650,Painkiller,5,995,2.0,2024-12-26
2023-10-30,Cough Syrup,Cold/Flu,11,989,4.0,2025-06-08
2023-10-30,Multivitamin,Supplement,14,986,3.0,2024-11-16
2023-10-30,ORS Sachet,Dehydration,6,994,1.0,2025-09-16
2023-10-30,Antimalarial,Malaria,17,983,7.0,2024-06-15
2023-10-30,Dengue Kit,Dengue Fever,35,965,12.0,2025-02-19
2023-10-30,Antiviral,Viral Fever,11,989,10.0,2025-06-20
2023-10-30,Insulin,Diabetes,20,980,15.0,2025-10-07
2023-10-31,Paracetamol,Painkiller,6,994,2.0,2025-07-13
2023-10-31,Ibuprofen,Painkiller,20,980,3.0,2024-10-16
2023-10-31,Amoxicillin,Antibiotic,15,985,5.0,2025-08-15
2023-10-31,Cetirizine,Antihistamine,11,989,1.5,2025-01-08
2023-10-31,Azithromycin,Antibiotic,6,994,6.0,2024-08-31
2023-10-31,Metformin,Diabetes,15,985,2.5,2025-02-18
2023-10-31,Pantoprazole,Antacid,16,984,2.0,2025-10-12
2023-10-31,Dolo 650,Painkiller,15,985,2.0,2025-08-19
2023-10-31,Cough Syrup,Cold/Flu,12,988,4.0,2025-08-06
2023-10-31,Multivitamin,Supplement,12,988,3.0,2024-09-23
2023-10-31,ORS Sachet,Dehydration,5,995,1.0,2025-04-03
2023-10-31,Antimalarial,Malaria,37,963,7.0,2024-12-18
2023-10-31,Dengue Kit,Dengue Fever,27,973,12.0,2024-08-09
2023-10-31,Antiviral,Viral Fever,30,970,10.0,2025-01-09
2023-10-31,Insulin,Diabetes,8,992,15.0,2024-05-06
2023-11-01,Paracetamol,Painkiller,15,985,2.0,2024-08-07
2023-11-01,Ibuprofen,Painkiller,20,980,3.0,2025-10-07
2023-11-01,Amoxicillin,Antibiotic,17,983,5.0,2024-05-13
2023-11-01,Cetirizine,Antihistamine,16,984,1.5,2024-09-28
2023-11-01,Azithromycin,Antibiotic,10,990,6.0,2025-05-10
2023-11-01,Metformin,Diabetes,21,979,2.5,2024-06-29
2023-11-01,Pantoprazole,Antacid,16,984,2.0,2025-06-07
2023-11-01,Dolo 650,Painkiller,11,989,2.0,2025-03-22
2023-11-01,Cough Syrup,Cold/Flu,19,981,4.0,2024-12-03
2023-11-01,Multivitamin,Supplement,9,991,3.0,2025-03-26
2023-11-01,ORS Sachet,Dehydration,11,989,1.0,2025-01-14
2023-11-01,Antimalarial,Malaria,20,980,7.0,2025-06-04
2023-11-01,Dengue Kit,Dengue Fever,9,991,12.0,2024-06-17
2023-11-01,Antiviral,Viral Fever,32,968,10.0,2024-10-27
2023-11-01,Insulin,Diabetes,9,991,15.0,2025-04-24
2023-11-02,Paracetamol,Painkiller,7,993,2.0,2024-12-13
2023-11-02,Ibuprofen,Painkiller,19,981,3.0,2024-05-04
2023-11-02,Amoxicillin,Antibiotic,15,985,5.0,2024-06-19
2023-11-02,Cetirizine,Antihistamine,16,984,1.5,2025-06-28
2023-11-02,Azithromycin,Antibiotic,9,991,6.0,2024-11-19
2023-11-02,Metformin,Diabetes,15,985,2.5,2024-09-21
2023-11-02,Pantoprazole,Antacid,1,999,2.0,2025-02-15
2023-11-02,Dolo 650,Painkiller,20,980,2.0,2025-10-17
2023-11-02,Cough Syrup,Cold/Flu,22,978,4.0,2025-08-31
2023-11-02,Multivitamin,Supplement,14,986,3.0,2024-10-26
2023-11-02,ORS Sachet,Dehydration,9,991,1.0,2025-01-03
2023-11-02,Antimalarial,Malaria,6,994,7.0,2024-10-20
2023-11-02,Dengue Kit,Dengue Fever,7,993,12.0,2025-03-02
2023-11-02,Antiviral,Viral Fever,16,984,10.0,2025-09-12
2023-11-02,Insulin,Diabetes,16,984,15.0,2025-06-02
2023-11-03,Paracetamol,Painkiller,10,990,2.0,2024-12-08
2023-11-03,Ibuprofen,Painkiller,13,987,3.0,2025-04-02
2023-11-03,Amoxicillin,Antibiotic,15,985,5.0,2025-04-01
2023-11-03,Cetirizine,Antihistamine,18,982,1.5,2024-07-02
2023-11-03,Azithromycin,Antibiotic,9,991,6.0,2024-06-01
2023-11-03,Metformin,Diabetes,6,994,2.5,2025-07-03
2023-11-03,Pantoprazole,Antacid,7,993,2.0,2024-06-05
2023-11-03,Dolo 650,Painkiller,20,980,2.0,2025-10-27
2023-11-03,Cough Syrup,Cold/Flu,21,979,4.0,2024-11-27
2023-11-03,Multivitamin,Supplement,11,989,3.0,2024-07-18
2023-11-03,ORS Sachet,Dehydration,17,983,1.0,2025-10-04
2023-11-03,Antimalarial,Malaria,12,988,7.0,2024-06-29
2023-11-03,Dengue Kit,Dengue Fever,20,980,12.0,2024-08-26
2023-11-03,Antiviral,Viral Fever,20,980,10.0,2024-07-15
2023-11-03,Insulin,Diabetes,5,995,15.0,2025-05-25
2023-11-04,Paracetamol,Painkiller,12,988,2.0,2024-09-28
2023-11-04,Ibuprofen,Painkiller,1,999,3.0,2024-09-08
2023-11-04,Amoxicillin,Antibiotic,13,987,5.0,2025-06-23
2023-11-04,Cetirizine,Antihistamine,10,990,1.5,2024-09-02
2023-11-04,Azithromycin,Antibiotic,7,993,6.0,2025-03-08
2023-11-04,Metformin,Diabetes,10,990,2.5,2025-01-25
2023-11-04,Pantoprazole,Antacid,15,985,2.0,2024-10-05
2023-11-04,Dolo 650,Painkiller,8,992,2.0,2024-10-14
2023-11-04,Cough Syrup,Cold/Flu,24,976,4.0,2025-09-13
2023-11-04,Multivitamin,Supplement,7,993,3.0,2025-09-15
2023-11-04,ORS Sachet,Dehydration,11,989,1.0,2024-05-05
2023-11-04,Antimalarial,Malaria,12,988,7.0,2024-08-24
2023-11-04,Dengue Kit,Dengue Fever,6,994,12.0,2024-10-06
2023-11-04,Antiviral,Viral Fever,27,973,10.0,2025-01-19
2023-11-04,Insulin,Diabetes,12,988,15.0,2024-07-02
2023-11-05,Paracetamol,Painkiller,13,987,2.0,2025-10-09
2023-11-05,Ibuprofen,Painkiller,16,984,3.0,2025-10-19
2023-11-05,Amoxicillin,Antibiotic,14,986,5.0,2024-10-30
2023-11-05,Cetirizine,Antihistamine,12,988,1.5,2025-09-26
2023-11-05,Azithromycin,Antibiotic,15,985,6.0,2024-08-15
2023-11-05,Metformin,Diabetes,18,982,2.5,2024-08-18
2023-11-05,Pantoprazole,Antacid,20,980,2.0,2024-05-25
2023-11-05,Dolo 650,Painkiller,25,975,2.0,2025-05-03
2023-11-05,Cough Syrup,Cold/Flu,28,972,4.0,2025-05-28
2023-11-05,Multivitamin,Supplement,10,990,3.0,2024-06-19
2023-11-05,ORS Sachet,Dehydration,14,986,1.0,2025-04-10
2023-11-05,Antimalarial,Malaria,10,990,7.0,2025-05-13
2023-11-05,Dengue Kit,Dengue Fever,12,988,12.0,2025-08-11
2023-11-05,Antiviral,Viral Fever,24,976,10.0,2024-08-11
2023-11-05,Insulin,Diabetes,20,980,15.0,2024-11-22
2023-11-06,Paracetamol,Painkiller,25,975,2.0,2024-07-24
2023-11-06,Ibuprofen,Painkiller,10,990,3.0,2025-08-13
2023-11-06,Amoxicillin,Antibiotic,22,978,5.0,2024-08-07
2023-11-06,Cetirizine,Antihistamine,24,976,1.5,2025-10-30
2023-11-06,Azithromycin,Antibiotic,28,972,6.0,2024-08-16
2023-11-06,Metformin,Diabetes,7,993,2.5,2025-07-17
2023-11-06,Pantoprazole,Antacid,13,987,2.0,2024-12-22
2023-11-06,Dolo 650,Painkiller,21,979,2.0,2024-05-22
2023-11-06,Cough Syrup,Cold/Flu,26,974,4.0,2025-08-29
2023-11-06,Multivitamin,Supplement,11,989,3.0,2024-05-30
2023-11-06,ORS Sachet,Dehydration,16,984,1.0,2025-08-06
2023-11-06,Antimalarial,Malaria,4,996,7.0,2024-05-09
2023-11-06,Dengue Kit,Dengue Fever,7,993,12.0,2025-10-28
2023-11-06,Antiviral,Viral Fever,26,974,10.0,2024-11-30
2023-11-06,Insulin,Diabetes,4,996,15.0,2024-08-11
2023-11-07,Paracetamol,Painkiller,8,992,2.0,2024-05-15
2023-11-07,Ibuprofen,Painkiller,19,981,3.0,2024-06-02
2023-11-07,Amoxicillin,Antibiotic,16,984,5.0,2025-04-19
2023-11-07,Cetirizine,Antihistamine,23,977,1.5,2024-08-01
2023-11-07,Azithromycin,Antibiotic,3,997,6.0,2025-08-26
2023-11-07,Metformin,Diabetes,19,981,2.5,2024-11-16
2023-11-07,Pantoprazole,Antacid,12,988,2.0,2025-05-17
2023-11-07,Dolo 650,Painkiller,10,990,2.0,2025-10-07
